movieid,title,genres,string_agg,feature
288,日正當中,"['驚悚,西部']",['Grace Kelly'],"日正當中 驚悚,西部 凱恩 決定 面對 恩怨 主角 艾美 "
289,北非諜影,"['劇情,愛情']",['Leon Belasco'],"北非諜影 劇情,愛情 夜總會 離開 他們 李克 一個 伊爾 "
290,巴頓芬克 Barton Fink,"['劇情,喜劇']",['Steve Buscemi'],"巴頓芬克 劇情,喜劇 詭異 巴頓 約翰 創作 專心 寫作 "
293,大河戀,"['劇情,家庭']",['Edie McClurg'],"大河戀 劇情,家庭 諾曼 保羅 黑腳 父親 蒙大拿 當地 "
296,魔鬼終結者 3,"['驚悚,科幻,動作']",['Michael Papajohn'],"魔鬼終結者 驚悚,科幻,動作 機器人 未來 約翰 沒有 殺手 850 "
297,第六感生死緣,"['愛情,劇情,奇幻']",['Jeffrey Tambor'],"第六感生死緣 愛情,劇情,奇幻 布萊克 裴瑞許 媒體 寧靜 出現 改觀 "
298,瞞天過海：13王牌,"['犯罪,驚悚']",['Casey Affleck'],"瞞天過海王牌 犯罪,驚悚 夥伴 賭場 喬治克隆尼 一幫 騙徒 出馬 "
302,池畔謀殺案,"['犯罪,驚悚']",['Charles Dance'],"池畔謀殺案 犯罪,驚悚 法國 莎拉 茱莉 電影 演員 因為 "
303,美人記,"['愛情,驚悚']",['Garry Owen'],"美人記 愛情,驚悚 莉亞 巴斯 聯邦 納粹 情報 間諜 "
306,比佛利山超級警探3：霹靂炮,"['犯罪,動作,喜劇']",['Jimmy Ortega'],"比佛利山超級警探霹靂炮 犯罪,動作,喜劇 警探 一個 樂園 約翰 令人 此片 "
310,王牌天神,"['喜劇,奇幻']",['Gina St. John'],"王牌天神 喜劇,奇幻 全世界 於是 布魯斯 上帝 天神 埋怨 "
311,四海兄弟,"['犯罪,劇情']",['Frank Gio'],"四海兄弟 犯罪,劇情 艾隆索 夥伴 本片 金獎 勞勃狄尼洛 飾演 "
314,貓女,"['奇幻,犯罪,懸疑,動作']",['Mike Mitchell'],"貓女 奇幻,犯罪,懸疑,動作 個性 欣絲 產品 危險 過去 這些 "
315,小野貓公路歷險記,"['喜劇,動作,犯罪']","['Stuart Lancaster', 'Haji']","小野貓公路歷險記 喜劇,動作,犯罪 一言不合 巨乳 歷險記 這三 野貓 駕著 "
319,絕命大煞星,"['動作,愛情,犯罪,驚悚']",['Saul Rubinek'],"絕命大煞星 動作,愛情,犯罪,驚悚 克雷 倫斯 阿拉 巴瑪 卓爾 他們 "
320,針鋒相對,"['驚悚,懸疑,犯罪']",['Chris Gauthier'],"針鋒相對 驚悚,懸疑,犯罪 艾爾帕西諾 一個 羅賓威廉斯 希拉蕊 史旺 警探 "
322,神秘河流,"['驚悚,劇情,懸疑,犯罪']",['Celeste Oliva'],"神秘河流 驚悚,劇情,懸疑,犯罪 克林伊斯威特 導演 謀殺 還沒來 醜惡 過去 "
327,四海兄弟,"['驚悚,犯罪,劇情']",['Lobo Sebastian'],"四海兄弟 驚悚,犯罪,劇情 山本 黑幫 為了 洛杉磯 阿建 尋找 "
329,侏羅紀公園,"['科幻,冒險']",['Gary Rodriguez'],"侏羅紀公園 科幻,冒險 恐龍 侏羅紀 公園 史前 史蒂 哈蒙德 "
330,侏羅紀公園2：失落的世界,"['科幻,冒險,動作']",['Brian Turk'],"侏羅紀公園失落的世界 科幻,冒險,動作 恐龍 侏羅紀 公園 姪子 人類 哈蒙德 "
331,侏羅紀公園3,"['科幻,冒險,動作,驚悚']",['Craig Richards'],"侏羅紀公園 科幻,冒險,動作,驚悚 恐龍 小島 漢蒙 侏羅紀 公園 島上 "
334,心靈角落,['劇情'],['Henry Gibson'],心靈角落 劇情 一個 父親 少婦 看護 兒子 墜入 
335,狂沙十萬里,"['劇情,西部']",['Paolo Stoppa'],"狂沙十萬里 劇情,西部 此片 歐尼 西部片 一名 查理士 義大利 "
336,革命怪客,['西部'],['Benito Stefanelli'],革命怪客 西部 喬安 約翰 兩人 墨西哥 奠下 1913 
345,大開眼戒,"['驚悚,懸疑,劇情']",['Sam Douglas'],"大開眼戒 驚悚,懸疑,劇情 愛麗絲 哈維 幻想 老婆 醫生 藝廊 "
346,七武士,"['劇情,動作']",['Minoru Chiaki'],"七武士 劇情,動作 武士 山賊 農民 千代 協助 白米飯 "
348,異形,"['科幻,恐怖']",['Ian Holm'],"異形 科幻,恐怖 下屬 太空船 科幻片 這是 影史 經典 "
350,穿著Prada的惡魔,"['愛情,劇情,喜劇']",['Emily Blunt'],"穿著的惡魔 愛情,劇情,喜劇 米蘭達 RUNWAY 安德莉亞 進入 其實 雜誌 "
364,蝙蝠俠大顯神威,"['動作,奇幻']",['Frank DiElsi'],"蝙蝠俠大顯神威 動作,奇幻 蝙蝠俠 貓女 麥斯 企鵝 為了 高譚 "
377,半夜鬼上床,['恐怖'],['Johnny Depp'],半夜鬼上床 恐怖 南西 惡夢 艾姆街 一個 瑞迪 年輕 
380,雨人,['劇情'],['June Christopher'],雨人 劇情 雷蒙 查理 自閉症 遺產 療養院 關心 
381,捉賊記,"['愛情,驚悚,懸疑,犯罪,劇情']",['Jessie Royce Landis'],"捉賊記 愛情,驚悚,懸疑,犯罪,劇情 約翰 屢屢 幫助 警察 手法 城裡 "
387,從海底出擊,"['劇情,歷史,戰爭']",['Hubertus Bengsch'],"從海底出擊 劇情,歷史,戰爭 德國 潛艇 大戰 指揮官 帶領 電影 "
388,臥底,"['驚悚,劇情,犯罪']",['Robert C. Kirk'],"臥底 驚悚,劇情,犯罪 搶匪 費雪 人質 警探 銀行 這起 "
389,十二怒漢,['劇情'],['George Voskovec'],十二怒漢 劇情 陪審團 美國 陪審員 少年 案情 此案 
390,里斯本的故事,"['劇情,音樂']",['Sofia Bénard da Costa'],"里斯本的故事 劇情,音樂 電影 菲利普 里斯本 音效 一張 風景 "
391,荒野大鏢客,['西部'],['Umberto Spadaro'],荒野大鏢客 西部 鎮上 一個 販賣 之作 私酒 本片 
392,濃情巧克力,"['喜劇,劇情,愛情']",['Christianne Oliveira'],"濃情巧克力 喜劇,劇情,愛情 他們 小鎮 滿足 巧克力 1959 異鄉 "
393,追殺比爾2：愛的大逃殺,"['犯罪,驚悚,動作']",['Sid Haig'],"追殺比爾愛的大逃殺 犯罪,驚悚,動作 比爾 組織 砍殺 復仇 追殺 新娘 "
395,異形戰場,"['恐怖,動作,科幻,冒險']",['Sam Troughton'],"異形戰場 恐怖,動作,科幻,冒險 終極 戰士 異形 展開 世紀 億萬 "
396,靈慾春宵,['劇情'],['Richard Burton'],靈慾春宵 劇情 年輕 社會 問題 調情 妻子 美國 
398,柯波帝：冷血告白,"['劇情,犯罪']",['Mark Pellegrino'],"柯波帝冷血告白 劇情,犯罪 柯波帝 兇手 同性戀 楚門 冷血 美國 "
402,第六感追緝令,"['懸疑,驚悚']",['Benjamin Mouton'],"第六感追緝令 懸疑,驚悚 凱薩琳 尼克 做愛 員警 告訴 小說 "
403,溫馨接送情,['劇情'],['Jen Harper'],溫馨接送情 劇情 倔強 個性 主角 性格 坦迪 最佳 
404,史崔特先生的故事,['劇情'],['Everett McGill'],史崔特先生的故事 劇情 史崔 探望 哥哥 公路 大衛林區 縱橫 
405,大路,['劇情'],['Aldo Silvani'],大路 劇情 贊巴諾 傑索 米納 鐵鏈 買來 一樣 
406,恨,['劇情'],['Bernie Bonvoisin'],恨 劇情 衝突 Abdel 警方 阿拉伯裔 命危 文森 
408,白雪公主,"['家庭,奇幻,動畫']",['Harry Stockwell'],"白雪公主 家庭,奇幻,動畫 白雪公主 一劫 矮人 本片 電影 部長 "
409,英倫情人,"['劇情,戰爭,愛情']",['Philip Whitchurch'],"英倫情人 劇情,戰爭,愛情 最佳 一個 護士 不明 本片 音效 "
411,納尼亞傳奇：獅子、女巫、魔衣櫥,"['奇幻,冒險,家庭']",['Margaret Bremner'],"納尼亞傳奇獅子女巫魔衣櫥 奇幻,冒險,家庭 衣櫥 敘述 四個 倫敦 鄉下 無意 "
414,蝙蝠俠3,"['動作,犯罪,奇幻']",['Kimberly Scott'],"蝙蝠俠 動作,犯罪,奇幻 蝙蝠俠 犯罪 駕著 蝙蝠車 拍檔 羅賓 "
415,蝙蝠俠4：急凍人,"['奇幻,科幻,動作']",['Jesse Ventura'],"蝙蝠俠急凍人 奇幻,科幻,動作 蝙蝠俠 神出鬼沒 這回將 面臨 強勁 對手 "
422,八又二分之一,"['奇幻,劇情']",['Jean Rougeul'],"八又二分之一 奇幻,劇情 電影 來到 療養 費裡尼 之後 克勞迪婭 "
423,戰地琴人,"['戰爭,劇情']",['Tadeusz Wojtych'],"戰地琴人 戰爭,劇情 最佳 獲得 2003 奧斯卡 導演 改編 "
424,辛德勒的名單,"['劇情,戰爭,歷史']",['Agnieszka Krukówna'],"辛德勒的名單 劇情,戰爭,歷史 猶太人 辛德勒 納粹 工廠 他們 這些 "
425,冰原歷險記,"['冒險,喜劇,動畫,家庭']",['Denny Dillon'],"冰原歷險記 冒險,喜劇,動畫,家庭 時期 這個 充滿 驚喜 危險 蠻荒 "
426,迷魂記,"['愛情,驚悚,懸疑']",['Barbara Bel Geddes'],"迷魂記 愛情,驚悚,懸疑 斯考 加文 瑪倫 曾祖母 James Stewart "
429,黃昏三鏢客,['西部'],['Al Mulock'],黃昏三鏢客 西部 線索 之間 戲劇性 十足 好人 三人 
431,異次元殺陣,"['驚悚,懸疑,科幻']",['Wayne Robson'],"異次元殺陣 驚悚,懸疑,科幻 一個 立方體 進入 要麼 能夠 人們 "
433,歡樂滿人間,"['喜劇,家庭,奇幻']",['Julie Andrews'],"歡樂滿人間 喜劇,家庭,奇幻 父親 瑪麗 孩子 銀行家 他們 帶著 "
435,明天過後,"['科幻,動作,冒險,驚悚']",['Mimi Kuzyk'],"明天過後 科幻,動作,冒險,驚悚 傑克 山姆 氣候 飾演 效應 引發 "
436,萬福瑪麗亞,"['驚悚,劇情,犯罪']",['Catalina Sandino Moreno'],"萬福瑪麗亞 驚悚,劇情,犯罪 17 哥倫比亞 鄉下 瑪麗亞 尋找 為了 "
437,異次元殺陣 2：超級立方體,"['懸疑,科幻,驚悚']",['Bruce Gray'],"異次元殺陣超級立方體 懸疑,科幻,驚悚 他們 立方體 迷宮 房間 發現 移動 "
438,異次元殺陣3－前傳,"['驚悚,懸疑,科幻']",['Joshua Peace'],"異次元殺陣前傳 驚悚,懸疑,科幻 受困 2004 電影節 特效獎 瑞克 最佳 "
439,甜蜜生活,"['劇情,喜劇']",['Franca Pasut'],"甜蜜生活 劇情,喜劇 安迪 妮可拉 本片 邁克 英國 溫蒂 "
440,異形戰場2：適者生存,"['恐怖,科幻,奇幻,驚悚,動作']",['Reiko Aylesworth'],"異形戰場適者生存 恐怖,科幻,奇幻,驚悚,動作 異形 終極 戰士 他們 之間 小鎮 "
445,隱藏攝影機,"['劇情,懸疑,驚悚']",['Denis Podalydès'],"隱藏攝影機 劇情,懸疑,驚悚 喬治 麥可漢內克 他們 錄影帶 隱藏 攝影機 "
451,遠離賭城,"['愛情,劇情']",['Mariska Hargitay'],"遠離賭城 愛情,劇情 獲得 伊莉莎白 最佳 賭城 關係 莎拉 "
453,美麗境界,"['劇情,愛情']",['Christopher Plummer'],"美麗境界 劇情,愛情 理論 一個 心靈 普林斯頓 大學 參與 "
454,羅密歐與茱麗葉,"['愛情,劇情']",['Dash Mihok'],"羅密歐與茱麗葉 愛情,劇情 羅密歐 茱麗葉 普雷特 這個 愛情 悲劇 "
457,我愛西施,"['愛情,劇情,喜劇']",['Peter Weck'],"我愛西施 愛情,劇情,喜劇 茜茜 弗蘭 奧地利 慶典 國王 動人 "
458,我愛西施：年輕的皇后,"['喜劇,愛情,劇情']",['Vilma Degischer'],"我愛西施年輕的皇后 喜劇,愛情,劇情 茜茜 蘇菲 弗蘭 女兒 之後 皇室 "
459,我愛西施：皇后的輝煌年代,"['歷史,劇情,愛情']",['Gustav Knuth'],"我愛西施皇后的輝煌年代 歷史,劇情,愛情 茜茜 女兒 弗蘭 母親 奧地利 Schneider "
462,永不妥協,['劇情'],['Michael Harney'],永不妥協 劇情 艾琳 艾德 律師 發生 沒有 這場 
468,男人的一半還是男人,"['劇情,冒險']",['Udo Kier'],"男人的一半還是男人 劇情,冒險 麥可 史考特 母親 飾演 莎士比亞 改編 "
470,靈魂的重量,"['劇情,驚悚,犯罪']",['Paul Calderon'],"靈魂的重量 劇情,驚悚,犯罪 他們 本片 演員 班尼 西恩潘 西歐 "
471,真相,['劇情'],['Polly Walker'],真相 劇情 布魯斯 馬拉 艾蓮娜 萊爾 孩童 私下 
479,殺戮戰警,"['冒險,驚悚,犯罪,動作']",['Caprice Benedetti'],"殺戮戰警 冒險,驚悚,犯罪,動作 黑豹 約翰 警察 最酷 本片 從不 "
483,我心狂野,"['喜劇,犯罪,驚悚']",['Ed Wright'],"我心狂野 喜劇,犯罪,驚悚 黑道 賽勒 蘿拉 母親 追殺 兩人 "
488,非洲女王號,"['冒險,愛情']",['Walter Gotell'],"非洲女王號 冒險,愛情 德國 非洲 一艘 發生 一次世界 大戰 "
489,心靈捕手,['劇情'],['Cole Hauser'],心靈捕手 劇情 數學 這個 威爾 教授 一個 題目 
490,第七封印,"['奇幻,劇情']",['Gunnar Olsson'],"第七封印 奇幻,劇情 柏格曼 成為 死神 騎士 之間 死亡 "
492,變腦,"['奇幻,劇情,喜劇']",['Willie Garson'],"變腦 奇幻,劇情,喜劇 維奇 奎格 美絲 Maxine 進入 發現 "
496,芭樂特,['喜劇'],['Bob Barr'],芭樂特 喜劇 美國 芭樂 哈薩克 學習 處處 特在 
497,綠色奇蹟,"['劇情,犯罪,奇幻']",['Judy Herrera'],"綠色奇蹟 劇情,犯罪,奇幻 保羅 艾康 監獄 科費 一個 姦殺 "
500,霸道橫行,"['驚悚,犯罪']",['Quentin Tarantino'],"霸道橫行 驚悚,犯罪 影展 導演 昆汀塔倫提諾 贏得 國際 史提夫 "
501,灰熊人,['紀錄'],"['Werner Herzog', 'David Letterman']",灰熊人 紀錄 提姆 動物 灰熊 野生 夥伴 崔德 
503,海神號,"['劇情,驚悚,動作,冒險']",['Caroline Lagerfelt'],"海神號 劇情,驚悚,動作,冒險 他們 遊輪 舞廳 船長 乘客 船身 "
506,豔賊,"['懸疑,驚悚,愛情,犯罪,劇情']",['Louise Latham'],"豔賊 懸疑,驚悚,愛情,犯罪,劇情 馬克 瑪妮 僱主 這位 身份 本片 "
508,愛是您‧愛是我,"['劇情,愛情,喜劇']",['Martine McCutcheon'],"愛是您愛是我 劇情,愛情,喜劇 一名 真愛 一個 這個 充滿 貪婪 "
509,新娘百分百,"['愛情,劇情,喜劇']",['Hugh Bonneville'],"新娘百分百 愛情,劇情,喜劇 威廉 安娜 一個 倫敦 書店 走進 "
510,飛越杜鵑窩,['劇情'],['Peter Brocco'],飛越杜鵑窩 劇情 麥克 契特 病院 病人 不時 護士 
512,遇上塔羅牌情人,"['喜劇,懸疑']",['Phil Cornwell'],"遇上塔羅牌情人 喜劇,懸疑 史嘉蕾 喬韓森 桑卓拉 欣賞 喬伊 獨家 "
521,電話情殺案,"['犯罪,驚悚']",['Leo Britt'],"電話情殺案 犯罪,驚悚 導演 舞臺 對白 一部 警探 本片 "
524,賭國風雲,"['劇情,犯罪']",['Sharon Stone'],"賭國風雲 劇情,犯罪 他們 莎朗史東 喬派 為了 拉斯維加斯 這個 "
525,福祿雙霸天,"['音樂,動作,犯罪,喜劇']",['Cindy Fisher'],"福祿雙霸天 音樂,動作,犯罪,喜劇 他們 音樂 藍調 約翰 貝魯 一個 "
526,鷹女,"['冒險,劇情,喜劇,奇幻']",['Massimo Sarchielli'],"鷹女 冒險,劇情,喜劇,奇幻 魔咒 白晝 愛情 兩人 魔幻 相聚 "
533,酷狗寶貝之魔兔詛咒,"['家庭,冒險,動畫,喜劇']",['Helena Bonham Carter'],"酷狗寶貝之魔兔詛咒 家庭,冒險,動畫,喜劇 華理士 野兔 錯誤 村民 蔬菜 參加 "
534,魔鬼終結者：未來救贖,"['驚悚,動作,科幻']",['Roland Kickinger'],"魔鬼終結者未來救贖 驚悚,動作,科幻 人類 機器人 終結 康納 天網 反抗軍 "
535,閃舞,"['愛情,劇情']",['Lee Ving'],"閃舞 愛情,劇情 亞莉克 18 歐文 斯對 由於 現實 "
539,驚魂記,"['驚悚,恐怖,劇情']",['Martin Balsam'],"驚魂記 驚悚,恐怖,劇情 瑪麗安 老闆 貝茲 旅館 害羞 徵兆 "
544,哈啦瑪莉,"['愛情,喜劇']",['Harland Williams'],"哈啦瑪莉 愛情,喜劇 瑪莉 於是 偵探 私家 主角 少男 "
546,窈窕老爸,['劇情'],['Andrea James'],窈窕老爸 劇情 布莉 手術 關係 紐約 兒子 陶比 
548,羅生門,"['犯罪,劇情,懸疑']",['Noriko Honma'],"羅生門 犯罪,劇情,懸疑 本片 導演 成為 發現 金澤 武弘 "
550,鬥陣俱樂部,['劇情'],['Eion Bailey'],鬥陣俱樂部 劇情 傑克 鬥陣 俱樂部 泰勒 一個 飾演 
553,厄夜變奏曲,"['犯罪,劇情,驚悚']",['Siobhan Fallon Hogan'],"厄夜變奏曲 犯罪,劇情,驚悚 蕾絲 這個 一個 格蕾斯 善良 美國 "
554,戰場上的布穀鳥,"['愛情,歷史,劇情,喜劇']","['Viktor Bychkov', 'Sergei Antonov', 'Ville Haapasalo']","戰場上的布穀鳥 愛情,歷史,劇情,喜劇 一個 芬蘭 士兵 蘇聯 納粹 德國 "
557,蜘蛛人,"['動作,奇幻']",['Erica D. Porter'],"蜘蛛人 動作,奇幻 奧斯 超能力 彼德 諾曼 帕克 一個 "
558,蜘蛛人2,"['奇幻,冒險,動作']",['Kirsten Dunst'],"蜘蛛人 奇幻,冒險,動作 彼得 蜘蛛俠 雙重 逐漸 敵人 身份 "
559,蜘蛛人3,"['動作,奇幻,冒險']",['Bernadette Lords'],"蜘蛛人 動作,奇幻,冒險 蜘蛛人 即將 面臨 挑戰 變身 黑蜘蛛 "
561,康斯坦汀：驅魔神探,"['恐怖,奇幻,動作']",['April Grace'],"康斯坦汀驅魔神探 恐怖,奇幻,動作 康斯坦 人世間 為了 於是 自殺 一個 "
562,終極警探,"['動作,驚悚']",['Selma Archerd'],"終極警探 動作,驚悚 約翰 所有人 警探 紐約 麥克連 布魯斯威利 "
563,星艦戰將,"['驚悚,動作,冒險,科幻']",['Patrick Muldoon'],"星艦戰將 驚悚,動作,冒險,科幻 昆蟲 外星 人類 強尼 機動 部隊 "
564,神鬼傳奇,"['冒險,動作,奇幻']",['Bernard Fox'],"神鬼傳奇 冒險,動作,奇幻 發現 瑞克 哈姆納 成為 塔城 探險 "
565,七夜怪談西洋篇,"['恐怖,懸疑']",['Alan Blumenfeld'],"七夜怪談西洋篇 恐怖,懸疑 怪談 錄影帶 一個 這卷 七夜 以後 "
567,後窗,"['懸疑,驚悚']",['Harry Landers'],"後窗 懸疑,驚悚 一個 傑夫 鄰居 偷窺 此片 時間 "
568,阿波羅13,"['冒險,歷史,劇情']",['Steve Rankin'],"阿波羅 冒險,歷史,劇情 任務 阿波羅 太空船 太空人 太空 本片 "
571,鳥,['恐怖'],['Elizabeth Wilson'],鳥 恐怖 大師 觀眾 米契 本片 希區考克 氣氛 
573,狂兇記,"['犯罪,驚悚,恐怖']",['Jean Marsh'],"狂兇記 犯罪,驚悚,恐怖 理查 布倫 鮑伯 芭芭拉 希區考克 介紹所 "
574,擒凶記,"['驚悚,懸疑,劇情,犯罪']",['Richard Wattis'],"擒凶記 驚悚,懸疑,劇情,犯罪 本和喬 1934 重拍 希區 柯克 緊張 "
576,日落黃沙,"['冒險,西部']",['Bo Hopkins'],"日落黃沙 冒險,西部 派克 本片 瑪帕奇 安琪 桑頓 賞金 "
578,大白鯊,"['驚悚,恐怖,冒險']",['Fritzi Jane Courtney'],"大白鯊 驚悚,恐怖,冒險 碧藍 白淨 沙灘 本應 人們 去處 "
579,大白鯊2：神出鬼沒,"['驚悚,恐怖']",['Keith Gordon'],"大白鯊神出鬼沒 驚悚,恐怖 大白鯊 布洛迪 當年 鯊魚 市長 旅館 "
580,大白鯊4：驚海尋仇,"['恐怖,驚悚,冒險']",['Melvin Van Peebles'],"大白鯊驚海尋仇 恐怖,驚悚,冒險 艾倫 鯊魚 心臟病 聖誕節 期間 撿到 "
581,與狼共舞,"['西部,冒險,劇情']",['Elisa Daniel'],"與狼共舞 西部,冒險,劇情 鄧巴 族人 白人 選擇 開始 一個 "
582,竊聽風暴,"['驚悚,劇情']",['Hildegard Schroedter'],"竊聽風暴 驚悚,劇情 他們 一個 東德 監聽 劇作家 其女 "
583,萬世魔星,['喜劇'],['Terry Gilliam'],萬世魔星 喜劇 喜劇 嘲諷 本片 演員 英國 Terry 
584,玩命關頭2：飆風再起,"['動作,驚悚,犯罪']",['Cole Hauser'],"玩命關頭飆風再起 動作,驚悚,犯罪 布萊恩 一個 飆車 魏隆 警探 臥底 "
585,怪獸電力公司,"['家庭,動畫,喜劇']",['Frank Oz'],"怪獸電力公司 家庭,動畫,喜劇 驚嚇 專員 怪物 人類 電力 尖叫聲 "
586,桃色風雲搖擺狗,"['劇情,喜劇']",['Jay Leno'],"桃色風雲搖擺狗 劇情,喜劇 總統 布里 危機 戰爭 發生 大選 "
587,大智若魚,"['奇幻,冒險,劇情']",['Karla Droege'],"大智若魚 奇幻,冒險,劇情 父親 一個 兒子 經歷 Ewan McGregor "
588,沉默之丘,"['懸疑,恐怖']",['Carrie Eklund'],"沉默之丘 懸疑,恐怖 女兒 一個 羅斯 夢遊 這個 這裡 "
590,時時刻刻,['劇情'],['Jeff Daniels'],時時刻刻 劇情 飾演 吳爾芙 一個 宴會 影響 深深 
591,達文西密碼,"['懸疑,驚悚']",['Dan Brown'],"達文西密碼 懸疑,驚悚 符號 秘密 達文西 密碼 一連串 謀殺 "
592,對話,"['犯罪,懸疑,劇情']",['Cindy Williams'],"對話 犯罪,懸疑,劇情 竊聽 別人 社會 自導 自編 1974 "
593,飛向太空,"['懸疑,劇情,科幻']",['Anatoliy Solonitsyn'],"飛向太空 懸疑,劇情,科幻 凱爾 索拉 瑞斯 伯頓 科學家 發現 "
594,航站情緣,"['喜劇,劇情']",['Lydia Blanco Garza'],"航站情緣 喜劇,劇情 機場 航站 紐約 祖國 滯留 於是 "
595,梅岡城故事,"['劇情,犯罪']",['Gregory Peck'],"梅岡城故事 劇情,犯罪 伊文 湯姆 亞特克 黑人 懶散 小鎮 "
596,憤怒的葡萄,['劇情'],['John Qualen'],憤怒的葡萄 劇情 約翰 加州 社會 美國 經濟 蕭條 
597,鐵達尼號,"['愛情,劇情']",['Gloria Stuart'],"鐵達尼號 愛情,劇情 蘿絲 鐵達尼號 傑克 船身 冰山 逃生 "
598,無法無天,"['劇情,犯罪']",['Micael Borges'],"無法無天 劇情,犯罪 Rocket 暴力 這裡 攝影 毒品 影展 "
599,日落大道,['劇情'],['Julia Faye'],日落大道 劇情 利斯 劇本 若瑪 導演 馬克斯 一個 
600,金甲部隊,"['劇情,戰爭']",['Philip Bailey'],"金甲部隊 劇情,戰爭 電影 戰爭 影史 越戰 無情 機器 "
601,E.T. 外星人,"['冒險,奇幻,科幻,家庭']",['Drew Barrymore'],"外星人 冒險,奇幻,科幻,家庭 一個 外星人 他們 孤單 生長 單親 "
602,ID4：星際終結者,"['冒險,科幻,動作']",['Mark Thompson'],"星際終結者 冒險,科幻,動作 人類 外星人 美國 白宮 各國 總統 "
